"user_id","user_id_str","followers_count","friends_count","listed_count","favourites_count","statuses_count","total_tweets","covid_tweets","covid_pct","is_covid"
7331,"7331",1135,557,7,4375,2105,46,3,0.06521739130434782,True
11705,"11705",231,426,27,1234,3897,4,0,0.0,False
12667,"12667",2676,741,50,1518,14567,90,1,0.011111111111111112,True
664493,"664493",135,247,17,136,778,5,0,0.0,False
698653,"698653",3685,3056,105,15829,13524,2392,192,0.0802675585284281,True
707093,"707093",803,932,49,5785,10934,661,40,0.060514372163388806,True
713553,"713553",360,440,21,35,2100,12,0,0.0,False
922391,"922391",539,472,9,9213,7533,367,22,0.05994550408719346,True
1047081,"1047081",696,329,36,635,1544,5,0,0.0,False
1047521,"1047521",1877,150,42,1454,1440,79,0,0.0,False
1493731,"1493731",522,403,22,689,341,46,2,0.043478260869565216,True
3486821,"3486821",527,575,8,10,536,49,3,0.061224489795918366,True
3887161,"3887161",506,1122,16,1090,2337,39,0,0.0,False
5524532,"5524532",53,262,2,5641,1264,104,15,0.14423076923076922,True
5539462,"5539462",1895,98,0,8,22661,276,5,0.018115942028985508,True
5959122,"5959122",1336,1965,0,4266,20293,153,10,0.06535947712418301,True
6964602,"6964602",35,147,2,41,573,1,0,0.0,False
7193322,"7193322",34,45,3,3,61,1,0,0.0,False
7452032,"7452032",447,257,12,270,1103,1,0,0.0,False
7841012,"7841012",833,423,49,1000,3097,2,0,0.0,False
7937552,"7937552",2388,1193,58,33753,28417,1926,51,0.0264797507788162,True
8575182,"8575182",822,735,25,4914,12880,58,4,0.06896551724137931,True
8655572,"8655572",73,208,2,935,657,26,0,0.0,False
9648182,"9648182",350,270,29,307,1719,18,0,0.0,False
9807052,"9807052",950,1239,11,571,6722,13,0,0.0,False
9841492,"9841492",569,568,60,502,2385,1,0,0.0,False
10527092,"10527092",263,4541,0,89160,778,167,1,0.005988023952095809,True
11499162,"11499162",2425,575,58,207,2371,3,1,0.3333333333333333,True
11578302,"11578302",244,355,6,4226,3379,5,0,0.0,False
11580762,"11580762",391,387,18,505,1679,10,1,0.1,True
11584022,"11584022",86,106,6,273,8059,368,20,0.05434782608695652,True
12112642,"12112642",81,182,2,33,556,2,0,0.0,False
12293172,"12293172",20,80,1,22,36,1,0,0.0,False
12630282,"12630282",120,256,2,607,271,11,1,0.09090909090909091,True
12953402,"12953402",2411,1041,187,131,41649,2,0,0.0,False
13400862,"13400862",211,329,5,1574,1210,2,0,0.0,False
13933842,"13933842",574,1025,38,1970,9989,130,0,0.0,False
13966312,"13966312",341,120,18,136,2288,1,0,0.0,False
14073175,"14073175",1167,201,62,52,6228,44,1,0.022727272727272728,True
14112168,"14112168",77,941,0,1136,404,7,1,0.14285714285714285,True
14132808,"14132808",2539,2547,22,246,2801,62,1,0.016129032258064516,True
14155156,"14155156",767,326,32,54,1811,32,1,0.03125,True
14214261,"14214261",2897,549,63,8073,30856,1,1,1.0,True
14216489,"14216489",2374,598,22,808,3234,67,1,0.014925373134328358,True
14221508,"14221508",160,106,2,2736,1100,251,19,0.07569721115537849,True
14235023,"14235023",215,358,3,423,1022,40,1,0.025,True
14243151,"14243151",97,254,12,33,673,1,0,0.0,False
14247221,"14247221",92,198,10,5,1494,2,0,0.0,False
14251976,"14251976",520,240,37,2019,1865,2,0,0.0,False
14254161,"14254161",1517,357,81,978,131817,1912,59,0.03085774058577406,True
14256196,"14256196",1006,460,56,59216,35599,447,9,0.020134228187919462,True
14259329,"14259329",163,318,8,6516,9656,1126,14,0.012433392539964476,True
14261221,"14261221",270,966,4,95,278,2,0,0.0,False
14264194,"14264194",442,92,21,241,14503,362,6,0.016574585635359115,True
14314607,"14314607",166,246,7,743,263,1,0,0.0,False
14359664,"14359664",309,693,1,1104,673,11,0,0.0,False
14369931,"14369931",1527,1533,81,1158,9445,1,0,0.0,False
14382918,"14382918",1062,200,71,111,8120,49,2,0.04081632653061224,True
14402768,"14402768",2024,964,0,4584,25946,411,8,0.019464720194647202,True
14412329,"14412329",1982,733,48,2160,19245,450,21,0.04666666666666667,True
14418945,"14418945",164,839,3,19109,5540,421,61,0.14489311163895488,True
14427106,"14427106",280,687,2,556,740,1,0,0.0,False
14437803,"14437803",926,531,99,9434,5374,30,0,0.0,False
14445125,"14445125",125,220,8,26,190,1,0,0.0,False
14468080,"14468080",480,240,13,1024,1308,2,0,0.0,False
14474602,"14474602",1117,444,28,3272,18227,687,59,0.0858806404657933,True
14526408,"14526408",329,4279,2,126,485,5,0,0.0,False
14562671,"14562671",4923,2750,290,11362,13080,619,9,0.014539579967689823,True
14568279,"14568279",2204,2274,13,211679,55209,836,148,0.17703349282296652,True
14589384,"14589384",751,612,27,48474,26436,225,4,0.017777777777777778,True
14590041,"14590041",59,184,2,727,287,87,8,0.09195402298850575,True
14637425,"14637425",333,729,9,878,2495,3,0,0.0,False
14645912,"14645912",536,395,10,464,2407,29,6,0.20689655172413793,True
14678485,"14678485",1927,968,46,29025,93102,2278,119,0.05223880597014925,True
14698054,"14698054",708,425,28,1192,1285,13,2,0.15384615384615385,True
14699317,"14699317",1279,719,32,62,6265,402,0,0.0,False
14704256,"14704256",688,310,62,1665,2383,40,0,0.0,False
14723628,"14723628",441,769,6,2989,539,95,7,0.07368421052631578,True
14725715,"14725715",892,408,0,617,2962,1,0,0.0,False
14728350,"14728350",244,748,7,843,4608,22,1,0.045454545454545456,True
14742247,"14742247",163,179,8,98,1728,6,0,0.0,False
14749108,"14749108",238,973,48,1179,1873,1,0,0.0,False
14880314,"14880314",940,1176,52,1444,3143,17,1,0.058823529411764705,True
14881770,"14881770",852,529,39,1543,9600,1,0,0.0,False
14923850,"14923850",1676,2135,41,20164,4993,253,1,0.003952569169960474,True
14924627,"14924627",39,195,0,528,581,7,0,0.0,False
14932969,"14932969",1042,822,32,5222,6633,86,33,0.38372093023255816,True
14962672,"14962672",12,40,0,30,50,2,0,0.0,False
14984960,"14984960",174,1326,8,3337,464,24,0,0.0,False
14994470,"14994470",417,407,10,4567,5174,34,0,0.0,False
15010947,"15010947",684,1000,0,1179,7445,58,0,0.0,False
15017488,"15017488",446,156,17,12,1065,1,0,0.0,False
15030385,"15030385",827,193,12,1534,572,76,0,0.0,False
15054648,"15054648",455,276,83,5072,7291,417,11,0.026378896882494004,True
15063191,"15063191",226,596,6,1460,3257,16,0,0.0,False
15072327,"15072327",175,191,8,125,3081,45,0,0.0,False
15107682,"15107682",399,838,5,2181,519,17,1,0.058823529411764705,True
15132816,"15132816",383,725,3,8342,21470,249,5,0.020080321285140562,True
15234937,"15234937",243,329,48,3781,6460,65,0,0.0,False
15297268,"15297268",251,567,8,443,965,13,0,0.0,False
15340187,"15340187",29,60,0,155,42,2,0,0.0,False
15370395,"15370395",121,131,9,136,141,1,0,0.0,False
15382565,"15382565",22,40,0,3127,624,282,1,0.0035460992907801418,True
15594534,"15594534",153,357,15,3823,712,18,0,0.0,False
15602546,"15602546",145,47,7,24,397,4,0,0.0,False
15626165,"15626165",1707,1288,55,888,1045,101,1,0.009900990099009901,True
15680730,"15680730",77,133,5,4,259,1,0,0.0,False
15761609,"15761609",141,785,1,188,383,43,0,0.0,False
15793433,"15793433",245,311,11,69,495,21,0,0.0,False
15801070,"15801070",1042,172,21,587,18529,252,2,0.007936507936507936,True
15929438,"15929438",2010,639,37,943,2038,40,0,0.0,False
15982697,"15982697",125,65,2,17,156,3,0,0.0,False
16052856,"16052856",754,1728,21,1155,3363,78,2,0.02564102564102564,True
16069051,"16069051",1508,283,169,28686,19056,412,29,0.0703883495145631,True
16160318,"16160318",494,457,29,990,42,9,0,0.0,False
16168354,"16168354",20,121,0,249,76,20,0,0.0,False
16204825,"16204825",33,336,1,4,108,5,0,0.0,False
16348417,"16348417",51,114,0,25,229,1,0,0.0,False
16381688,"16381688",242,687,2,519,779,58,1,0.017241379310344827,True
16420079,"16420079",71,112,1,28,48,3,0,0.0,False
16485136,"16485136",1395,228,54,2443,1007,1,0,0.0,False
16532520,"16532520",227,1000,7,2778,1108,2,0,0.0,False
16541724,"16541724",58,646,1,76,197,5,0,0.0,False
16548888,"16548888",327,289,13,47,2327,1,0,0.0,False
16552268,"16552268",1076,956,9,371,4396,50,0,0.0,False
16565200,"16565200",360,1259,8,1281,2072,3,0,0.0,False
16593428,"16593428",61,105,3,105,187,3,0,0.0,False
16610716,"16610716",232,1912,5,0,5397,218,3,0.013761467889908258,True
16658066,"16658066",538,304,4,30392,16284,19,2,0.10526315789473684,True
16687611,"16687611",195,98,8,888,15303,22,1,0.045454545454545456,True
16711719,"16711719",1101,1672,25,47,259,2,0,0.0,False
16735555,"16735555",550,609,31,60964,16443,93,2,0.021505376344086023,True
16805785,"16805785",145,193,15,534,24,1,0,0.0,False
16887615,"16887615",187,320,46,987,3030,103,2,0.019417475728155338,True
16887752,"16887752",294,439,10,7203,336,7,1,0.14285714285714285,True
16903826,"16903826",1482,29,56,23,474,2,0,0.0,False
16935134,"16935134",169,472,12,71,99,1,0,0.0,False
16997206,"16997206",276,2236,12,1345,905,3,0,0.0,False
17106099,"17106099",594,478,17,240,1906,2,0,0.0,False
17138982,"17138982",776,1144,14,8180,4761,28,2,0.07142857142857142,True
17238017,"17238017",257,715,8,1707,955,12,1,0.08333333333333333,True
17243645,"17243645",297,839,16,16492,1727,144,7,0.04861111111111111,True
17283027,"17283027",35,66,0,63,18,5,0,0.0,False
17285652,"17285652",1797,454,40,2952,1341,21,1,0.047619047619047616,True
17336807,"17336807",4062,427,69,1139,28530,779,78,0.10012836970474968,True
17366820,"17366820",2634,3341,40,6976,12377,951,13,0.013669821240799159,True
17546573,"17546573",101,205,5,101,381,3,0,0.0,False
17560329,"17560329",782,932,32,753,13521,96,3,0.03125,True
17563921,"17563921",1472,1801,29,3377,5328,228,36,0.15789473684210525,True
17619908,"17619908",174,435,2,947,1357,51,5,0.09803921568627451,True
17651169,"17651169",352,253,6,12332,2254,228,19,0.08333333333333333,True
17737336,"17737336",388,383,15,298,2132,5,0,0.0,False
17820931,"17820931",2316,1039,41,1290,3010,12,0,0.0,False
17832518,"17832518",758,619,30,520,1895,12,0,0.0,False
17835803,"17835803",343,127,18,384,996,8,0,0.0,False
17843195,"17843195",209,656,5,3961,4425,202,20,0.09900990099009901,True
17872992,"17872992",324,52,3,1,100,1,0,0.0,False
17928039,"17928039",406,235,12,1653,21840,4,0,0.0,False
18016709,"18016709",3185,2343,66,4340,15589,715,30,0.04195804195804196,True
18058876,"18058876",104,128,21,10,113,1,0,0.0,False
18088259,"18088259",124,133,7,1425,959,36,2,0.05555555555555555,True
18097144,"18097144",664,394,22,17,103,1,0,0.0,False
18114269,"18114269",645,606,23,800,2560,8,0,0.0,False
18123135,"18123135",802,2303,7,9356,5729,61,2,0.03278688524590164,True
18224164,"18224164",153,180,5,153,220,2,0,0.0,False
18244409,"18244409",144,141,2,26,146,2,0,0.0,False
18304835,"18304835",867,1036,24,1477,8806,9,0,0.0,False
18307878,"18307878",3211,1309,50,21159,37531,184,5,0.02717391304347826,True
18326630,"18326630",413,879,3,253,2621,24,0,0.0,False
18342337,"18342337",995,537,67,555,3282,14,0,0.0,False
18392709,"18392709",834,2230,17,87,383,24,2,0.08333333333333333,True
18417916,"18417916",659,1252,13,2327,2271,40,2,0.05,True
18446785,"18446785",61,115,1,13,108,1,0,0.0,False
18488858,"18488858",89,56,5,23,575,5,0,0.0,False
18602917,"18602917",180,358,14,44,326,1,1,1.0,True
18639669,"18639669",1606,295,53,94,2800,4,0,0.0,False
18648524,"18648524",29,42,0,44,67,2,0,0.0,False
18745397,"18745397",155,513,4,276,532,3,0,0.0,False
18762496,"18762496",2614,275,49,1846,2547,818,11,0.013447432762836185,True
18763400,"18763400",157,257,10,277,1354,4,0,0.0,False
18837572,"18837572",342,606,0,876,7681,14,0,0.0,False
18883474,"18883474",1509,646,35,10894,29456,840,99,0.11785714285714285,True
18910443,"18910443",259,611,7,1026,583,38,4,0.10526315789473684,True
18990615,"18990615",3453,601,27,9979,12140,272,38,0.13970588235294118,True
19021604,"19021604",18,73,0,425,12,1,0,0.0,False
19069859,"19069859",777,352,117,2587,3954,31,0,0.0,False
19107694,"19107694",1735,380,18,854,16160,1586,24,0.015132408575031526,True
19130651,"19130651",1997,2542,56,33879,12485,2849,38,0.013338013338013339,True
19283496,"19283496",2309,1786,42,10680,23609,277,18,0.06498194945848375,True
19336441,"19336441",76,696,7,985,3698,1,1,1.0,True
19391228,"19391228",331,801,71,2050,3973,508,135,0.265748031496063,True
19474219,"19474219",257,523,4,2,245,4,0,0.0,False
19487774,"19487774",1734,557,58,1163,3137,321,0,0.0,False
19504348,"19504348",669,174,13,552,7575,1,0,0.0,False
19511618,"19511618",335,261,9,3426,5713,1141,24,0.021034180543382998,True
19580659,"19580659",506,649,19,884,1767,1,0,0.0,False
19586698,"19586698",631,1008,13,170,236,1,0,0.0,False
19624130,"19624130",109,159,1,3735,706,61,1,0.01639344262295082,True
19662746,"19662746",745,587,13,7494,4869,17,1,0.058823529411764705,True
19703585,"19703585",775,885,7,47351,24830,2616,209,0.07989296636085627,True
19761787,"19761787",658,639,78,1027,3424,19,0,0.0,False
19811557,"19811557",156,1070,0,3078,1370,1,0,0.0,False
19825388,"19825388",316,1035,2,17321,2064,65,0,0.0,False
19840177,"19840177",2698,272,19,10,23880,386,0,0.0,False
19840914,"19840914",228,217,12,2631,4876,89,5,0.056179775280898875,True
19855425,"19855425",753,1290,31,1629,4111,6,0,0.0,False
19940983,"19940983",58,278,7,41,108,12,0,0.0,False
19962662,"19962662",1306,424,70,307,39583,1324,48,0.03625377643504532,True
19990083,"19990083",2003,837,127,131,3676,9,1,0.1111111111111111,True
20006415,"20006415",302,347,16,178,3359,357,14,0.0392156862745098,True
20010316,"20010316",374,633,9,35,402,1,0,0.0,False
20058723,"20058723",150,215,9,162,209,4,0,0.0,False
20125788,"20125788",13,20,0,92,56,1,0,0.0,False
20149686,"20149686",86,603,4,601,2193,8,0,0.0,False
20284782,"20284782",205,736,3,3156,679,9,1,0.1111111111111111,True
20342040,"20342040",89,90,2,7,5672,40,0,0.0,False
20435383,"20435383",215,216,8,6571,5409,98,5,0.05102040816326531,True
20498199,"20498199",2175,495,84,614,1248,220,2,0.00909090909090909,True
20515037,"20515037",772,1724,0,402,1335,63,0,0.0,False
20530141,"20530141",2366,2898,53,16808,18059,1491,53,0.035546613011401745,True
20585659,"20585659",1113,1169,71,4778,27707,207,8,0.03864734299516908,True
20624131,"20624131",73,290,3,2045,836,10,0,0.0,False
20663353,"20663353",173,115,7,81,1383,2,0,0.0,False
20693207,"20693207",763,2191,6,355,837,56,2,0.03571428571428571,True
20727896,"20727896",183,305,12,161,4512,1,0,0.0,False
