user_id,user_id_str,name,screen_name,location,profile_location,derived,url,description,protected,verified,followers_count,friends_count,listed_count,favourites_count,statuses_count,created_at,profile_banner_url,profile_image_url_https,default_profile,default_profile_image,withheld_in_countries,withheld_scope,is_croatian,clean_location
790921536,790921536,HNS,HNS_CFF,Hrvatska | Croatia,,,https://t.co/mpcDxw0blp,Službeni Twitter profil Hrvatskog nogometnog saveza 🥈 Croatian Football Federation official Twitter feed. #HNS #Obitelj #Family,False,True,253625,117,1582,476,19209,Thu Aug 30 05:56:36 +0000 2012,https://pbs.twimg.com/profile_banners/790921536/1641224036,https://pbs.twimg.com/profile_images/463945197454245889/ipwbHPLc_normal.png,False,False,[],,True,Hrvatska
