id,user_id,user_id_str,full_text,created_at,hashtags,user_mentions,retweet_count,retweet_from_user_id,retweet_from_screen_name,retweet_from_status_id,retweet_created_at,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,contributors,is_quote_status,favorite_count,favorited,retweeted,possibly_sensitive,lang,is_reply,is_retweet,retweet_timedelta_ns,retweet_timedelta_sec,week,month,folder_name
1594998198841798658,790921536,790921536,"🥳🥳 VATRENI IS LISTED 🚀🚀  

This is truly a historic moment because #VATRENI is so much more than just a token. Become a part of the greatest fan story and enjoy all kinds of benefits.

#VATRENI token is now live at @gate_io 🔥

👉🏻 Get it here: https://t.co/sN8mWtUac6 https://t.co/XfqNfwUeCS",2022-11-22 10:16:18+00:00,"['VATRENI', 'VATRENI']",[912539725071777792],15,1526812821744455680,vatreni_token,1594994170858463232,2022-11-22 10:00:18+00:00,,,,,,,False,0,False,False,,en,False,True,0 days 00:16:00,960,2022-47,2022-11,2022-11-22
