year,month,week,day,source,target,retweet_count,favorite_count
2022,11,47,22,ZagrebFacts,zagabria,1,50.0
2022,11,47,22,ZagrebFacts,zagreb,1,50.0
2022,11,47,22,Zaljev,Croatia,1,5.0
2022,11,47,22,Zaljev,Fiume,1,5.0
2022,11,47,22,Zaljev,Kvarner,1,5.0
2022,11,47,22,Zaljev,Photo,1,5.0
2022,11,47,22,Zaljev,Rijeka,1,5.0
2022,11,47,22,Zaljev,Samsung,1,5.0
2022,11,47,22,Zaljev,TimeoutCroatia,1,5.0
2022,11,47,22,Zaljev,city,1,5.0
2022,11,47,22,Zaljev,rijeka,1,2.0
2022,11,47,23,LikeZadar,Croatia,1,464.0
2022,11,47,23,LikeZadar,FIFAWorldCup,1,464.0
2022,11,47,23,LikeZadar,Vatreni,1,464.0
2022,11,47,23,Zaljev,Kvarner,1,13.0
2022,11,47,23,Zaljev,Rijeka,1,13.0
2022,11,47,23,Zaljev,kvarner,3,81.0
2022,11,47,23,Zaljev,opatija,1,7.0
2022,11,47,23,Zaljev,photography,3,55.0
2022,11,47,23,Zaljev,rijeka,1,7.0
2022,11,47,23,Zaljev,sisol,1,35.0
2022,11,47,23,Zaljev,učka,1,35.0
2022,11,47,23,Zaljev,velavrata,1,35.0
2022,11,47,23,Zaljev,zalazak,1,35.0
2022,11,47,23,Zaljev,zaljev,3,59.0
2022,11,47,23,mup_rh,Frontex,1,42.0
2022,11,47,23,mup_rh,StandingCorps,2,84.0
2022,11,47,24,Zaljev,Croatia,1,10.0
2022,11,47,24,Zaljev,Fiume,1,10.0
2022,11,47,24,Zaljev,Kvarner,2,16.0
2022,11,47,24,Zaljev,Photo,1,10.0
2022,11,47,24,Zaljev,Rijeka,2,16.0
2022,11,47,24,Zaljev,Samsung,1,10.0
2022,11,47,24,Zaljev,TimeoutCroatia,1,10.0
2022,11,47,24,Zaljev,Trsat,1,6.0
2022,11,47,24,Zaljev,city,1,10.0
2022,11,47,24,Zaljev,korzo,2,16.0
2022,11,47,24,Zaljev,kuglicedobrihzelja,1,6.0
2022,11,47,24,Zaljev,kvarner,2,47.0
2022,11,47,24,Zaljev,photography,2,47.0
2022,11,47,24,Zaljev,rijeka,1,6.0
2022,11,47,24,Zaljev,zalazak,1,41.0
2022,11,47,24,Zaljev,zaljev,4,132.0
2022,11,47,25,VladaRH,Eurozone,1,356.0
2022,11,47,25,VladaRH,Schengen,1,356.0
2022,11,47,25,Zaljev,rijeka,1,37.0
2022,11,47,25,circuitmess,Walmart,1,5.0
2022,11,47,25,circuitmess,bloombergadriahrvatska,1,5.0
2022,11,47,25,circuitmess,circuitmess,1,5.0
2022,11,47,26,VladaRH,Ukraine,1,155.0
2022,11,47,26,Zaljev,Kvarner,1,25.0
2022,11,47,26,Zaljev,Rijeka,2,119.0
2022,11,47,26,Zaljev,photography,1,25.0
2022,11,47,26,Zaljev,zaljev,2,119.0
2022,11,47,27,ElonTravel,BeerTour,1,3.0
2022,11,47,27,ElonTravel,BoatTour,1,3.0
2022,11,47,27,ElonTravel,ChristmasMarkets,1,3.0
2022,11,47,27,ElonTravel,Copenhagen,1,3.0
2022,11,47,27,ElonTravel,CopenhagenIn5Minutes,1,3.0
2022,11,47,27,ElonTravel,DEN,1,3.0
2022,11,47,27,ElonTravel,FoodTour,1,3.0
2022,11,47,27,ElonTravel,Nyhavn,1,3.0
2022,11,47,27,ElonTravel,Ströget,1,3.0
2022,11,47,27,ElonTravel,TastingCopenhagen,1,3.0
2022,11,47,27,ElonTravel,TivoliChristmas,1,3.0
2022,11,47,27,ElonTravel,TivoliCph,1,3.0
2022,11,47,27,ElonTravel,TivoliGardens,1,3.0
2022,11,47,27,ElonTravel,travelvideos,1,3.0
2022,11,47,27,LikeZadar,CROCAN,1,393.0
2022,11,47,27,LikeZadar,Croatia,2,592.0
2022,11,47,27,LikeZadar,CroatiaFullOfLife,1,199.0
2022,11,47,27,LikeZadar,FIFAWorldCup,1,393.0
2022,11,47,27,LikeZadar,Family,1,393.0
2022,11,47,27,LikeZadar,Flag,1,199.0
2022,11,47,27,LikeZadar,Qatar2022,1,393.0
2022,11,47,27,LikeZadar,Vatreni,2,592.0
2022,11,47,27,LikeZadar,vatreni,1,199.0
2022,11,47,27,Zaljev,Christmas,1,15.0
2022,11,47,27,Zaljev,Croatia,1,15.0
2022,11,47,27,Zaljev,Fiume,1,15.0
2022,11,47,27,Zaljev,Kvarner,1,15.0
2022,11,47,27,Zaljev,Photo,1,15.0
2022,11,47,27,Zaljev,Rijeka,1,15.0
2022,11,47,27,Zaljev,Samsung,1,15.0
2022,11,47,27,Zaljev,TimeoutCroatia,1,15.0
2022,11,47,27,Zaljev,city,1,15.0
2022,11,47,27,Zaljev,korzo,1,15.0
2022,11,47,27,Zaljev,photo,1,15.0
2022,11,48,28,LikeZadar,FIFAWorldCup,1,1236.0
2022,11,48,28,LikeZadar,Family,1,1236.0
2022,11,48,28,LikeZadar,Qatar2022,1,1236.0
2022,11,48,28,LikeZadar,Vatreni,1,1236.0
2022,11,48,28,VladaRH,Euro,1,8.0
2022,11,48,28,VladaRH,EuroNaKotacima,1,8.0
2022,11,48,28,VladaRH,Euronašnovac,1,8.0
2022,11,48,28,VladaRH,Eurozone,1,184.0
2022,11,48,28,VladaRH,HNB,1,8.0
2022,11,48,28,VladaRH,Schengen,1,184.0
2022,11,48,28,VladaRH,VladaRH,1,8.0
2022,11,48,28,Zaljev,Kvarner,1,21.0
2022,11,48,28,Zaljev,Rijeka,1,21.0
2022,11,48,28,Zaljev,photography,1,21.0
2022,11,48,28,Zaljev,zaljev,1,21.0
2022,11,48,29,LikeZadar,Zadar,1,5.0
2022,11,48,29,SuperSportHNL,Croatia,1,321.0
2022,11,48,29,SuperSportHNL,FIFAWorldCup,1,321.0
2022,11,48,29,SuperSportHNL,SuperSportHNL,1,321.0
2022,11,48,29,SuperSportHNL,Vatreni,1,321.0
2022,11,48,29,ZagrebFacts,AdventZagreb,1,92.0
2022,11,48,29,ZagrebFacts,LoveZagreb,1,92.0
2022,11,48,29,ZagrebFacts,VisitZagreb,1,92.0
2022,11,48,29,ZagrebFacts,Zagreb,1,92.0
2022,11,48,29,Zaljev,Christmas,1,7.0
2022,11,48,29,Zaljev,Croatia,2,22.0
2022,11,48,29,Zaljev,Fiume,1,7.0
2022,11,48,29,Zaljev,Kvarner,1,7.0
2022,11,48,29,Zaljev,NeRF,1,47.0
2022,11,48,29,Zaljev,Opatija,1,116.0
2022,11,48,29,Zaljev,Rijeka,2,123.0
2022,11,48,29,Zaljev,Samsung,1,7.0
2022,11,48,29,Zaljev,TimeoutCroatia,1,7.0
2022,11,48,29,Zaljev,advent,1,116.0
2022,11,48,29,Zaljev,city,1,7.0
2022,11,48,29,Zaljev,kvarner,1,116.0
2022,11,48,29,Zaljev,opatija,1,8.0
2022,11,48,29,Zaljev,zaljev,2,55.0
2022,11,48,30,ZagrebFacts,Nadanasnjidan,1,11.0
2022,12,48,1,AmerigoGazaway,New,1,56.0
2022,12,48,1,ElonTravel,advent,1,43.0
2022,12,48,1,ElonTravel,architecture,1,43.0
2022,12,48,1,ElonTravel,canon,1,43.0
2022,12,48,1,ElonTravel,croatia,1,43.0
2022,12,48,1,ElonTravel,dubrovnik,1,43.0
2022,12,48,1,ElonTravel,hrvatska,1,43.0
2022,12,48,1,ElonTravel,november,1,43.0
2022,12,48,1,ElonTravel,photography,1,43.0
2022,12,48,1,ElonTravel,travel,1,43.0
2022,12,48,1,ElonTravel,travelphotography,1,43.0
2022,12,48,1,LikeZadar,CroatiaFullOfMagic,1,53.0
2022,12,48,1,LikeZadar,FIFAWorldCup,1,1829.0
2022,12,48,1,LikeZadar,Qatar2022,1,1829.0
2022,12,48,1,VladaRH,NPOO,1,355.0
2022,12,48,1,VladaRH,SaborRH,1,26.0
2022,12,48,1,VladaRH,SjednicaVRH,1,25.0
2022,12,48,1,VladaRH,Vatreni,1,355.0
2022,12,48,1,VladaRH,sjednicaVRH,3,415.0
2022,12,48,2,AmerigoGazaway,ACHRISTMASALBUM,1,1.0
2022,12,48,2,AmerigoGazaway,AMERIGOGAZAWAY,1,1.0
2022,12,48,2,AmerigoGazaway,AUTOGRAPHED,1,1.0
2022,12,48,2,AmerigoGazaway,CD,1,1.0
2022,12,48,2,AmerigoGazaway,CHRISTMAS,1,1.0
2022,12,48,2,AmerigoGazaway,GREETINGCARD,1,1.0
2022,12,48,2,AmerigoGazaway,VINYL,1,1.0
2022,12,48,2,AmerigoGazaway,WIKIHHDG,1,1.0
2022,12,48,2,ElonTravel,ChristmasCalender,1,5.0
2022,12,48,2,ElonTravel,Dubrovnik,1,5.0
2022,12,48,2,ElonTravel,NaistenPankki,1,5.0
2022,12,48,2,ElonTravel,ReadForProfession,1,5.0
2022,12,48,2,ElonTravel,Switzerland,1,10.0
2022,12,48,2,ElonTravel,WomensBank,1,5.0
2022,12,48,2,ElonTravel,Zurich,1,10.0
2022,12,48,2,ElonTravel,visitzurich,1,10.0
2022,12,48,2,VladaRH,Euro,1,8.0
2022,12,48,2,VladaRH,EuroRH,1,8.0
2022,12,48,2,VladaRH,Euronašnovac,1,8.0
2022,12,48,2,Zaljev,Croatia,1,63.0
2022,12,48,2,Zaljev,Kvarner,4,328.0
2022,12,48,2,Zaljev,Rijeka,4,328.0
2022,12,48,2,Zaljev,kontejnjerusa,1,7.0
2022,12,48,2,Zaljev,kvarner,1,63.0
2022,12,48,2,Zaljev,photography,4,328.0
2022,12,48,2,Zaljev,rijeka,2,70.0
2022,12,48,2,Zaljev,zaljev,7,419.0
2022,12,48,3,AmerigoGazaway,Dreams,1,2.0
2022,12,48,3,AmerigoGazaway,HipHop,1,2.0
2022,12,48,3,ElonTravel,PolarNight,1,308.0
2022,12,48,3,ElonTravel,northernlights,1,308.0
2022,12,48,3,VladaRH,BlackHawk,1,34.0
2022,12,48,3,VladaRH,Eurozone,1,207.0
2022,12,48,3,VladaRH,HRZ,1,34.0
2022,12,48,3,VladaRH,HV,1,34.0
2022,12,48,3,VladaRH,NPOO,1,207.0
2022,12,48,3,VladaRH,Schengen,1,207.0
