year,month,week,day,source,target,tweet_count,favorite_count
2022,10,41,14,RitamBalkana,RitamBalkanaCom,1,0
2022,10,41,14,RitamBalkana,balkanmuzika,1,0
2022,10,41,14,RitamBalkana,drugati,1,0
2022,10,41,14,RitamBalkana,glazba,1,0
2022,10,41,14,RitamBalkana,mirzaselimovic,1,0
2022,10,41,14,RitamBalkana,muzika,1,0
2022,10,41,14,RitamBalkana,officialvideo,1,0
2022,10,41,14,RitamBalkana,videospot,1,0
2022,10,41,14,SEHALeague,SEHALeague,1,4
2022,10,41,14,SEHALeague,experiencehandball,1,4
2022,10,41,14,SuperSportHNL,SuperSportHNL,2,30
2022,10,41,14,ZagrebFacts,ZagrebFacts,1,8
2022,10,41,14,agroklub,AgroRocks,8,32
2022,10,41,14,agroklub,Agroklub,1,4
2022,10,41,14,agroklub,Digitalizacija,1,4
2022,10,41,14,agroklub,DigitalnaPoljoprivreda,4,16
2022,10,41,14,agroklub,Hardware,1,4
2022,10,41,14,agroklub,Novetehnologije,5,20
2022,10,41,14,agroklub,Software,1,4
2022,10,41,14,agroklub,agroklub,1,4
2022,10,41,14,agroklub,digitalnapoljoprivreda,1,4
2022,10,41,14,agroklub,edukacija,1,4
2022,10,41,14,agroklub,eggsday,1,4
2022,10,41,14,agroklub,hrana,1,4
2022,10,41,14,agroklub,jaja,1,4
2022,10,41,14,agroklub,novetehnologije,1,4
2022,10,41,14,golhr,arsenal,1,7
2022,10,41,14,golhr,barcelona,1,7
2022,10,41,14,golhr,bellingham,1,7
2022,10,41,14,golhr,bogdanović,1,7
2022,10,41,14,golhr,chelsea,1,7
2022,10,41,14,golhr,djf,1,7
2022,10,41,14,golhr,dnevnikjednogfantazista,1,7
2022,10,41,14,golhr,drake,1,7
2022,10,41,14,golhr,europskaliga,1,7
2022,10,41,14,golhr,gibraltar,1,7
2022,10,41,14,golhr,golhr,23,161
2022,10,41,14,golhr,gonzalez,1,7
2022,10,41,14,golhr,gvardiol,2,14
2022,10,41,14,golhr,haaland,1,7
2022,10,41,14,golhr,hajduk,1,7
2022,10,41,14,golhr,hezonja,1,7
2022,10,41,14,golhr,hrvatska,1,7
2022,10,41,14,golhr,jakobušić,1,7
2022,10,41,14,golhr,jarni,1,7
2022,10,41,14,golhr,jones,1,7
2022,10,41,14,golhr,klopp,1,7
2022,10,41,14,golhr,kross,1,7
2022,10,41,14,golhr,majer,1,7
2022,10,41,14,golhr,mbappe,1,7
2022,10,41,14,golhr,miočić,1,7
2022,10,41,14,golhr,mma,1,7
2022,10,41,14,golhr,modrić,1,7
2022,10,41,14,golhr,nba,1,7
2022,10,41,14,golhr,neymar,1,7
2022,10,41,14,golhr,nikolaidis,1,7
2022,10,41,14,golhr,nogomet,18,126
2022,10,41,14,golhr,psg,1,7
2022,10,41,14,golhr,realmadrid,1,7
2022,10,41,14,golhr,santo,1,7
2022,10,41,14,golhr,suci,1,7
2022,10,41,14,golhr,ufc,2,14
2022,10,41,14,golhr,vidal,1,7
2022,10,41,14,hajduk,Hajduk,3,189
2022,10,41,14,kkzadar,IgrajZadre,3,114
2022,10,41,14,mkundek,newyork,1,0
2022,10,41,14,mkundek,zgb,1,0
2022,10,41,14,punkuferhr,atrakcije,1,0
2022,10,41,14,punkuferhr,grčka,1,0
2022,10,41,14,punkuferhr,hrvatska,1,0
2022,10,41,14,punkuferhr,istanbul,1,0
2022,10,41,14,punkuferhr,kamoputovati,3,0
2022,10,41,14,punkuferhr,kulinarskiokršajblogera,1,0
2022,10,41,14,punkuferhr,luk,1,0
2022,10,41,14,punkuferhr,punkuferhr,8,0
2022,10,41,14,punkuferhr,recept,2,0
2022,10,41,14,punkuferhr,stiniva,1,0
2022,10,41,14,punkuferhr,umak,1,0
2022,10,41,14,punkuferhr,zanimljivosti,2,0
2022,10,41,14,punkuferhr,češka,1,0
2022,10,41,14,ravnododna,domsportova,1,1
2022,10,41,14,ravnododna,hladnopivo,1,1
2022,10,41,14,znatko,odgovor,14,0
2022,10,41,14,znatko,pitanje,14,0
2022,10,41,15,RitamBalkana,Elena,1,0
2022,10,41,15,RitamBalkana,ElenaKitic,1,0
2022,10,41,15,RitamBalkana,London,1,0
2022,10,41,15,RitamBalkana,RitamBalkana,1,0
2022,10,41,15,RitamBalkana,RitamBalkanaCom,1,0
2022,10,41,15,RitamBalkana,Voyage,1,0
2022,10,41,15,RitamBalkana,balkan,1,0
2022,10,41,15,RitamBalkana,balkanmuzika,1,0
2022,10,41,15,RitamBalkana,glazba,1,0
2022,10,41,15,RitamBalkana,muzickanumera,1,0
2022,10,41,15,RitamBalkana,muzika,1,0
2022,10,41,15,RitamBalkana,novapesma,1,0
2022,10,41,15,RitamBalkana,novapjesma,1,0
2022,10,41,15,RitamBalkana,novisingl,1,0
2022,10,41,15,SEHALeague,SEHALeague,2,4
2022,10,41,15,SEHALeague,experiencehandball,1,2
2022,10,41,15,SaintKotar,AdventureGames,1,19
2022,10,41,15,SaintKotar,DLC,1,19
2022,10,41,15,SaintKotar,IndieGames,1,19
2022,10,41,15,SaintKotar,SaintKotar,1,19
2022,10,41,15,SaintKotar,TheRitual,1,19
2022,10,41,15,SuperSportHNL,SuperSportHNL,4,76
2022,10,41,15,ZagrebFacts,ZagrebFacts,1,19
2022,10,41,15,agroklub,AgroRocks,2,6
2022,10,41,15,agroklub,DigitalnaPoljoprivreda,1,3
2022,10,41,15,agroklub,NoveTehnologije,1,3
2022,10,41,15,agroklub,agroklub,1,3
2022,10,41,15,agroklub,ruralwoman,1,3
2022,10,41,15,agroklub,ženanaselu,1,3
2022,10,41,15,djtimecroatia,CROatia,27,108
2022,10,41,15,djtimecroatia,comeCat,1,4
2022,10,41,15,djtimecroatia,danceChart,1,4
2022,10,41,15,djtimecroatia,dancechart,1,4
2022,10,41,15,djtimecroatia,deejay,27,108
2022,10,41,15,djtimecroatia,djtime,1,4
2022,10,41,15,djtimecroatia,djtimecroatia,28,112
2022,10,41,15,djtimecroatia,hotJay,27,108
2022,10,41,15,djtimecroatia,liveInTheMix,28,112
2022,10,41,15,djtimecroatia,new,1,4
2022,10,41,15,djtimecroatia,nowplaying,27,108
2022,10,41,15,djtimecroatia,radio,27,108
2022,10,41,15,djtimecroatia,specialedition,1,4
2022,10,41,15,djtimecroatia,wePlayFirst,15,60
2022,10,41,15,evclinic,p1069,1,1
2022,10,41,15,evclinic,programmeddefect,1,1
2022,10,41,15,evclinic,stellantis,1,1
2022,10,41,15,evclinic,tricore,1,1
2022,10,41,15,gnkdinamo,dinamozagreb,1,89
2022,10,41,15,golhr,david,1,3
2022,10,41,15,golhr,fifa,1,3
2022,10,41,15,golhr,golhr,10,30
2022,10,41,15,golhr,jakić,1,3
2022,10,41,15,golhr,kramarić,1,3
2022,10,41,15,golhr,lovren,1,3
2022,10,41,15,golhr,mma,1,3
2022,10,41,15,golhr,modrić,1,3
2022,10,41,15,golhr,nogomet,8,24
2022,10,41,15,golhr,perišić,1,3
2022,10,41,15,golhr,steeman,1,3
2022,10,41,15,golhr,ufc,1,3
2022,10,41,15,golhr,vatreni,1,3
2022,10,41,15,golhr,ćorluka,1,3
2022,10,41,15,hajduk,AjdeHajduče,1,774
2022,10,41,15,hajduk,AjmoBijeliAle,2,1548
2022,10,41,15,hajduk,GorHaj,32,24768
2022,10,41,15,hajduk,Hajduk,6,4644
2022,10,41,15,kkdinamo,dinamo,1,20
2022,10,41,15,kkdinamo,dinamozagreb,1,20
2022,10,41,15,kkdinamo,kkdinamo,1,20
2022,10,41,15,kkdinamo,kkdz,1,20
2022,10,41,15,kkdinamo,zagreb,1,20
2022,10,41,15,posaohr,posaohr,1,0
2022,10,41,15,punkuferhr,aperitiv,1,3
2022,10,41,15,punkuferhr,gdjejesti,1,3
2022,10,41,15,punkuferhr,gibraltar,1,3
2022,10,41,15,punkuferhr,marakeš,1,3
2022,10,41,15,punkuferhr,njemačka,1,3
2022,10,41,15,punkuferhr,ogasawara,1,3
2022,10,41,15,punkuferhr,punkuferhr,8,24
2022,10,41,15,punkuferhr,recept,1,3
2022,10,41,15,punkuferhr,rituali,1,3
2022,10,41,15,punkuferhr,sfincione,1,3
2022,10,41,15,punkuferhr,split,1,3
2022,10,41,15,punkuferhr,zanimljivosti,6,18
2022,10,41,15,punkuferhr,španjolska,1,3
2022,10,41,15,ravnododna,hladnopivo,3,3
2022,10,41,15,ravnododna,vladokreslin,1,1
2022,10,41,15,studio4web,akcija,1,0
2022,10,41,15,studio4web,studio4web,1,0
2022,10,41,15,znatko,odgovor,7,0
2022,10,41,15,znatko,pitanje,7,0
2022,10,41,16,DuMotion,BreastCancerAwarenessMonth,1,6
2022,10,41,16,DuMotion,Dubrovnik,1,6
2022,10,41,16,DuMotion,LapadRun,1,6
2022,10,41,16,ElonTravel,BlueLagoon,1,7
2022,10,41,16,ElonTravel,Croatia,1,7
2022,10,41,16,ElonTravel,CroatiaFullofLife,1,7
2022,10,41,16,ElonTravel,ElonTravel,2,14
2022,10,41,16,ElonTravel,Geysirs,1,7
2022,10,41,16,ElonTravel,GoldenTour,1,7
2022,10,41,16,ElonTravel,Iceland,1,7
2022,10,41,16,ElonTravel,PeljesacBridge,1,7
2022,10,41,16,ElonTravel,Reykjavik,1,7
2022,10,41,16,ElonTravel,food,1,7
2022,10,41,16,ElonTravel,museums,1,7
2022,10,41,16,ElonTravel,seetheworld,1,7
2022,10,41,16,LikeZadar,LikeZadar,2,62
2022,10,41,16,LikeZadar,SayYEStoParty,1,31
2022,10,41,16,RitamBalkana,MiroslavIlic,1,0
2022,10,41,16,RitamBalkana,RitamBalkana,1,0
2022,10,41,16,RitamBalkana,RitamBalkanaCom,1,0
2022,10,41,16,RitamBalkana,balkanmuzika,1,0
2022,10,41,16,RitamBalkana,glazba,1,0
2022,10,41,16,RitamBalkana,muzika,1,0
2022,10,41,16,RitamBalkana,officialvideo,1,0
2022,10,41,16,RitamBalkana,tisizvezdamojihsnova,1,0
2022,10,41,16,RitamBalkana,videospot,1,0
2022,10,41,16,SuperSportHNL,SuperSportHNL,4,188
2022,10,41,16,ZagrebFacts,ZagrebFacts,1,7
2022,10,41,16,agroklub,Agroklub,1,0
2022,10,41,16,agroklub,agroklub,2,0
2022,10,41,16,agroklub,bundeva,1,0
2022,10,41,16,agroklub,mehanizacija,1,0
2022,10,41,16,agroklub,rekord,1,0
2022,10,41,16,agroklub,vinarstvo,1,0
2022,10,41,16,circuitmess,STEMeducation,1,5
2022,10,41,16,circuitmess,electronics,1,5
2022,10,41,16,gnkdinamo,dinamozagreb,11,5863
2022,10,41,16,hajduk,Hajduk,3,231
2022,10,41,16,mkundek,brooklyn,1,0
2022,10,41,16,mkundek,brooklynbridge,1,0
2022,10,41,16,mkundek,inspiration,1,0
2022,10,41,16,mkundek,lovenewyork,1,0
2022,10,41,16,mkundek,mkundek,1,0
2022,10,41,16,mkundek,motivation,1,0
2022,10,41,16,mkundek,newyork,1,0
2022,10,41,16,mkundek,ny,1,0
2022,10,41,16,mkundek,photographerslife,1,0
2022,10,41,16,mkundek,photooftheday,1,0
2022,10,41,16,mkundek,selfie,1,0
2022,10,41,16,mkundek,walkingaround,1,0
2022,10,41,16,mkundek,walkingstreet,1,0
2022,10,41,16,mrak,Nedjeljni,1,20
2022,10,41,16,mup_rh,PUistarska,1,7
2022,10,41,16,ravnododna,hardplace,1,0
2022,10,41,16,ravnododna,thescreamingwheels,1,0
2022,10,41,16,studio4web,r1soft,1,0
2022,10,41,16,studio4web,studio4web,1,0
2022,10,41,16,znatko,odgovor,16,0
2022,10,41,16,znatko,pitanje,16,0
2022,10,42,17,LikeZadar,FeelZadar,1,1
2022,10,42,17,LikeZadar,LikeZadar,1,1
2022,10,42,17,RitamBalkana,Burky,1,0
2022,10,42,17,RitamBalkana,EdoMaajka,1,0
2022,10,42,17,RitamBalkana,RitamBalkana,1,0
2022,10,42,17,RitamBalkana,RitamBalkanaCom,1,0
2022,10,42,17,RitamBalkana,balkan,1,0
2022,10,42,17,RitamBalkana,balkanmuzika,1,0
2022,10,42,17,RitamBalkana,glazba,1,0
2022,10,42,17,RitamBalkana,muzickanumera,1,0
2022,10,42,17,RitamBalkana,muzika,1,0
2022,10,42,17,RitamBalkana,novapesma,1,0
2022,10,42,17,RitamBalkana,novapjesma,1,0
2022,10,42,17,RitamBalkana,novisingl,1,0
2022,10,42,17,SEHALeague,SEHALeague,3,21
2022,10,42,17,SEHALeague,experiencehandball,2,14
2022,10,42,17,TeatarEXIT,MalaČuda,1,1
2022,10,42,17,TeatarEXIT,monodrama,1,1
2022,10,42,17,TeatarEXIT,nagrada,1,1
2022,10,42,17,VladaRH,SaborRH,1,126
2022,10,42,17,VladaRH,sjednicaVRH,1,126
2022,10,42,17,ZagrebFacts,ZagrebFacts,1,1
2022,10,42,17,agroklub,AgroRocks,2,4
2022,10,42,17,agroklub,Farme,1,2
2022,10,42,17,agroklub,Grunteka,1,2
2022,10,42,17,agroklub,Software,2,4
2022,10,42,17,autoskola,autoskola,2,0
2022,10,42,17,autoskola,autoškola,2,0
2022,10,42,17,autoskola,autoškolacorsa,2,0
2022,10,42,17,autoskola,kastav,2,0
2022,10,42,17,autoskola,klana,2,0
2022,10,42,17,autoskola,rijeka,2,0
2022,10,42,17,autoskola,viškovo,2,0
2022,10,42,17,duartplatform,duartplatform,1,1
2022,10,42,17,duartplatform,filmindustry,1,1
2022,10,42,17,gnkdinamo,dinamozagreb,2,280
2022,10,42,17,golhr,bih,1,6
2022,10,42,17,golhr,casillas,1,6
2022,10,42,17,golhr,dinamo,2,12
2022,10,42,17,golhr,elclasico,3,18
2022,10,42,17,golhr,fifa,1,6
2022,10,42,17,golhr,golhr,29,174
2022,10,42,17,golhr,hnl,1,6
2022,10,42,17,golhr,hrvatska,2,12
2022,10,42,17,golhr,jakirović,1,6
2022,10,42,17,golhr,klopp,1,6
2022,10,42,17,golhr,kovačević,1,6
2022,10,42,17,golhr,mbappe,1,6
2022,10,42,17,golhr,meksiko,1,6
2022,10,42,17,golhr,milan,1,6
2022,10,42,17,golhr,modrić,4,24
2022,10,42,17,golhr,nogome,1,6
2022,10,42,17,golhr,nogomet,25,150
2022,10,42,17,golhr,radnik,1,6
2022,10,42,17,golhr,rebić,2,12
2022,10,42,17,golhr,rijeka,1,6
2022,10,42,17,golhr,rukomet,1,6
2022,10,42,17,golhr,spkatar,2,12
2022,10,42,17,golhr,sučić,1,6
2022,10,42,17,golhr,suđenje,1,6
2022,10,42,17,golhr,tenis,1,6
2022,10,42,17,golhr,tudor,1,6
2022,10,42,17,golhr,ufc,1,6
2022,10,42,17,golhr,ufc280,1,6
2022,10,42,17,golhr,utakmicupoutakmicu,1,6
2022,10,42,17,golhr,varaždin,1,6
2022,10,42,17,golhr,vatreni,1,6
2022,10,42,17,golhr,vekić,1,6
2022,10,42,17,golhr,zurich,1,6
2022,10,42,17,golhr,čačić,1,6
2022,10,42,17,hajduk,Hajduk,3,315
2022,10,42,17,kkzadar,IgrajZadre,3,291
2022,10,42,17,mkundek,governosisland,1,0
2022,10,42,17,mkundek,inspiration,1,0
2022,10,42,17,mkundek,mkundek,1,0
2022,10,42,17,mkundek,motivation,1,0
2022,10,42,17,mkundek,newyork,1,0
2022,10,42,17,mkundek,newyorkcity,1,0
2022,10,42,17,mkundek,newyorktravel,1,0
2022,10,42,17,mkundek,newyorkusa,1,0
2022,10,42,17,mkundek,photographerslife,1,0
2022,10,42,17,mkundek,travel,1,0
2022,10,42,17,mkundek,travelphotography,1,0
2022,10,42,17,mup_rh,PUosječkobaranjskom,1,20
2022,10,42,17,mup_rh,UModiSuNovaPravila,1,20
2022,10,42,17,mup_rh,VozimOdgovornoStižemSigurno,1,20
2022,10,42,17,punkuferhr,etretat,1,1
2022,10,42,17,punkuferhr,gljive,1,1
2022,10,42,17,punkuferhr,gulaš,1,1
2022,10,42,17,punkuferhr,hotel,1,1
2022,10,42,17,punkuferhr,kamoputovati,2,2
2022,10,42,17,punkuferhr,madrid,1,1
2022,10,42,17,punkuferhr,musaka,1,1
2022,10,42,17,punkuferhr,omiš,1,1
2022,10,42,17,punkuferhr,punkuferhr,11,11
2022,10,42,17,punkuferhr,recept,2,2
2022,10,42,17,punkuferhr,safari,1,1
2022,10,42,17,punkuferhr,skijanje,1,1
2022,10,42,17,punkuferhr,slovenija,1,1
2022,10,42,17,punkuferhr,una,1,1
2022,10,42,17,punkuferhr,valencija,1,1
2022,10,42,17,punkuferhr,zanimljivosti,7,7
2022,10,42,17,ravnododna,električniorgazam,1,1
2022,10,42,17,ravnododna,goranbare,1,1
2022,10,42,17,znatko,odgovor,8,0
2022,10,42,17,znatko,pitanje,8,0
2022,10,42,18,LikeZadar,FeelZadar,1,2
2022,10,42,18,LikeZadar,LikeZadar,1,2
2022,10,42,18,RSDuje,RSDuje,1,1
2022,10,42,18,RSDuje,rowing,1,1
2022,10,42,18,RSDuje,rowingcrew,1,1
2022,10,42,18,RSDuje,rowinglife,1,1
2022,10,42,18,RSDuje,split2022,1,1
2022,10,42,18,RitamBalkana,RitamBalkana,1,0
2022,10,42,18,RitamBalkana,RitamBalkanaCom,1,0
2022,10,42,18,RitamBalkana,SasaLozar,1,0
2022,10,42,18,RitamBalkana,balkan,1,0
2022,10,42,18,RitamBalkana,balkanmuzika,1,0
2022,10,42,18,RitamBalkana,glazba,1,0
2022,10,42,18,RitamBalkana,muzickanumera,1,0
2022,10,42,18,RitamBalkana,muzika,1,0
2022,10,42,18,RitamBalkana,novapesma,1,0
2022,10,42,18,RitamBalkana,novapjesma,1,0
2022,10,42,18,RitamBalkana,novisingl,1,0
2022,10,42,18,RitamBalkana,opasnotvoj,1,0
2022,10,42,18,SEHALeague,SEHALeague,2,8
2022,10,42,18,SEHALeague,experiencehandball,1,4
2022,10,42,18,VladaRH,SaborRH,1,434
2022,10,42,18,VladaRH,VladaRH,1,434
2022,10,42,18,ZagrebFacts,ZagrebFacts,1,4
2022,10,42,18,agroklub,AgroRocks,1,3
2022,10,42,18,agroklub,Agroklub,1,3
2022,10,42,18,agroklub,Hrvatska,1,3
2022,10,42,18,agroklub,marenda,1,3
2022,10,42,18,agroklub,pesticidi,1,3
2022,10,42,18,agroklub,poljoprivreda,2,6
2022,10,42,18,bluehearttravel,CatholicTwitter,1,0
2022,10,42,18,bluehearttravel,bluehearttravel,1,0
2022,10,42,18,eugenvarzic,art,1,4
2022,10,42,18,eugenvarzic,artistlife,1,4
2022,10,42,18,eugenvarzic,oiloncanvas,1,4
2022,10,42,18,eugenvarzic,portrait,1,4
2022,10,42,18,gnkdinamo,dinamozagreb,1,84
2022,10,42,18,golhr,bel,1,2
2022,10,42,18,golhr,benzem,1,2
2022,10,42,18,golhr,benzema,3,6
2022,10,42,18,golhr,bosančić,1,2
2022,10,42,18,golhr,courtois,1,2
2022,10,42,18,golhr,dinamo,1,2
2022,10,42,18,golhr,gavi,1,2
2022,10,42,18,golhr,golhr,25,50
2022,10,42,18,golhr,gorica,1,2
2022,10,42,18,golhr,gvardiol,2,4
2022,10,42,18,golhr,habazin,1,2
2022,10,42,18,golhr,hajduk,2,4
2022,10,42,18,golhr,hierro,1,2
2022,10,42,18,golhr,hnl,1,2
2022,10,42,18,golhr,hrvatska,1,2
2022,10,42,18,golhr,košarka,1,2
2022,10,42,18,golhr,kross,1,2
2022,10,42,18,golhr,kup,1,2
2022,10,42,18,golhr,lewandowski,1,2
2022,10,42,18,golhr,liverpool,1,2
2022,10,42,18,golhr,mancity,2,4
2022,10,42,18,golhr,mbappe,1,2
2022,10,42,18,golhr,mma,1,2
2022,10,42,18,golhr,modrić,1,2
2022,10,42,18,golhr,nainggolan,1,2
2022,10,42,18,golhr,nogomet,21,42
2022,10,42,18,golhr,perez,2,4
2022,10,42,18,golhr,plenković,1,2
2022,10,42,18,golhr,realmadrid,1,2
2022,10,42,18,golhr,rodman,1,2
2022,10,42,18,golhr,skijanje,1,2
2022,10,42,18,golhr,soldić,1,2
2022,10,42,18,golhr,stadioni,1,2
2022,10,42,18,golhr,tupac,1,2
2022,10,42,18,golhr,utakmicupoutakmicu,2,4
2022,10,42,18,golhr,wbc,1,2
2022,10,42,18,golhr,zlatnalopta,1,2
2022,10,42,18,golhr,zubčić,1,2
2022,10,42,18,golhr,šarić,1,2
2022,10,42,18,hajduk,Hajduk,2,136
2022,10,42,18,kkzadar,IgrajZadre,2,64
2022,10,42,18,mkundek,brooklyn,1,2
2022,10,42,18,mkundek,croatiangirl,2,4
2022,10,42,18,mkundek,dumbo,1,2
2022,10,42,18,mkundek,dumbobrooklyn,1,2
2022,10,42,18,mkundek,governorsisland,1,2
2022,10,42,18,mkundek,inspiration,2,4
2022,10,42,18,mkundek,lovenewyork,1,2
2022,10,42,18,mkundek,manhattanbridge,1,2
2022,10,42,18,mkundek,mkundek,2,4
2022,10,42,18,mkundek,motivation,2,4
2022,10,42,18,mkundek,newyork,2,4
2022,10,42,18,mkundek,newyorkcity,1,2
2022,10,42,18,mkundek,photographerlife,1,2
2022,10,42,18,mkundek,photooftheday,2,4
2022,10,42,18,mkundek,travelphotography,1,2
2022,10,42,18,mkundek,usa,1,2
2022,10,42,18,mkundek,walkingaround,1,2
2022,10,42,18,mup_rh,PUistarskoj,1,11
2022,10,42,18,mup_rh,PUvaraždinskoj,1,11
2022,10,42,18,punkuferhr,dolmen,1,0
2022,10,42,18,punkuferhr,gorskikotar,1,0
2022,10,42,18,punkuferhr,italija,1,0
2022,10,42,18,punkuferhr,junećarebra,1,0
2022,10,42,18,punkuferhr,kamoputovati,2,0
2022,10,42,18,punkuferhr,kokingrad,1,0
2022,10,42,18,punkuferhr,masterchef,1,0
2022,10,42,18,punkuferhr,meksiko,1,0
2022,10,42,18,punkuferhr,memmingen,1,0
2022,10,42,18,punkuferhr,punkuferhr,8,0
2022,10,42,18,punkuferhr,recept,2,0
2022,10,42,18,punkuferhr,recepti,1,0
2022,10,42,18,punkuferhr,temšić,1,0
2022,10,42,18,punkuferhr,zanimljivosti,5,0
2022,10,42,18,punkuferhr,španjolska,1,0
2022,10,42,18,ravnododna,nebula,1,0
2022,10,42,18,znatko,intervju,1,0
2022,10,42,18,znatko,minimax,1,0
2022,10,42,18,znatko,odgovor,2,0
2022,10,42,18,znatko,pitanje,2,0
2022,10,42,19,AmadriaPark,AmadriaPark,1,1
2022,10,42,19,AmadriaPark,Croatia,1,1
2022,10,42,19,AmadriaPark,Opatija,1,1
2022,10,42,19,AmadriaPark,newyear,1,1
2022,10,42,19,AmadriaPark,newyear2023,1,1
2022,10,42,19,LikeZadar,FeelZadar,1,27
2022,10,42,19,LikeZadar,LikeZadar,1,27
2022,10,42,19,NovaRunda,krijep,1,8
2022,10,42,19,RitamBalkana,Grše,1,0
2022,10,42,19,RitamBalkana,RitamBalkana,1,0
2022,10,42,19,RitamBalkana,RitamBalkanaCom,1,0
2022,10,42,19,RitamBalkana,balkanmuzika,1,0
2022,10,42,19,RitamBalkana,glazba,1,0
2022,10,42,19,RitamBalkana,muzika,1,0
2022,10,42,19,RitamBalkana,officialvideo,1,0
2022,10,42,19,RitamBalkana,sip,1,0
2022,10,42,19,RitamBalkana,videospot,1,0
2022,10,42,19,SEHALeague,SEHALeague,1,2
2022,10,42,19,SEHALeague,experiencehandball,1,2
2022,10,42,19,VladaRH,FAC,1,216
2022,10,42,19,VladaRH,NPOO,2,432
2022,10,42,19,VladaRH,sjednicaVRH,7,1512
2022,10,42,19,ZagrebFacts,ZagrebFacts,3,48
2022,10,42,19,agroklub,Agroklub,3,0
2022,10,42,19,agroklub,EU,1,0
2022,10,42,19,agroklub,Oprez,1,0
2022,10,42,19,agroklub,agroklub,1,0
2022,10,42,19,agroklub,agronom,1,0
2022,10,42,19,agroklub,hrana,1,0
2022,10,42,19,agroklub,meso,1,0
2022,10,42,19,agroklub,poljoprivreda,1,0
2022,10,42,19,agroklub,pršut,1,0
2022,10,42,19,agroklub,salmonela,1,0
2022,10,42,19,agroklub,šampion,1,0
2022,10,42,19,agroklub,žitarice,1,0
2022,10,42,19,duartplatform,actor,1,0
2022,10,42,19,duartplatform,albanianactor,1,0
2022,10,42,19,duartplatform,digitalization,1,0
2022,10,42,19,duartplatform,duart,1,0
2022,10,42,19,duartplatform,duartplatform,1,0
2022,10,42,19,duartplatform,filmindustry,1,0
2022,10,42,19,duartplatform,internationalmovie,1,0
2022,10,42,19,duartplatform,jobpost,1,0
2022,10,42,19,gnkdinamo,dinamozagreb,1,204
2022,10,42,19,golhr,benzema,1,6
2022,10,42,19,golhr,bišćan,1,6
2022,10,42,19,golhr,bubnjar,1,6
2022,10,42,19,golhr,championship,1,6
2022,10,42,19,golhr,euro,1,6
2022,10,42,19,golhr,golhr,26,156
2022,10,42,19,golhr,grbić,1,6
2022,10,42,19,golhr,hajduk,1,6
2022,10,42,19,golhr,hrvatska,2,12
2022,10,42,19,golhr,ivanušec,1,6
2022,10,42,19,golhr,jurić,1,6
2022,10,42,19,golhr,kante,1,6
2022,10,42,19,golhr,kup,2,12
2022,10,42,19,golhr,lewa,1,6
2022,10,42,19,golhr,ljubičić,1,6
2022,10,42,19,golhr,lowe,1,6
2022,10,42,19,golhr,luckypunch,1,6
2022,10,42,19,golhr,majkić,1,6
2022,10,42,19,golhr,marić,1,6
2022,10,42,19,golhr,mma,4,24
2022,10,42,19,golhr,nba,1,6
2022,10,42,19,golhr,nikoličius,1,6
2022,10,42,19,golhr,nogomet,19,114
2022,10,42,19,golhr,perea,1,6
2022,10,42,19,golhr,plazibat,1,6
2022,10,42,19,golhr,teklić,1,6
2022,10,42,19,golhr,tenis,1,6
2022,10,42,19,golhr,tudor,1,6
2022,10,42,19,golhr,ufc,3,18
2022,10,42,19,golhr,ufc280,1,6
2022,10,42,19,golhr,utakmicupoutakmicu,1,6
2022,10,42,19,golhr,vekić,1,6
2022,10,42,19,golhr,zambrotta,1,6
2022,10,42,19,hajduk,Hajduk,1,52
2022,10,42,19,istrinitezgodbe,capodistria,1,2
2022,10,42,19,istrinitezgodbe,istra,1,2
2022,10,42,19,istrinitezgodbe,istrinitezgodbe,1,2
2022,10,42,19,istrinitezgodbe,koper,1,2
2022,10,42,19,istrinitezgodbe,loveistra,1,2
2022,10,42,19,punkuferhr,alanya,1,1
2022,10,42,19,punkuferhr,biser,1,1
2022,10,42,19,punkuferhr,carskomeso,1,1
2022,10,42,19,punkuferhr,doha,1,1
2022,10,42,19,punkuferhr,građevine,1,1
2022,10,42,19,punkuferhr,grčka,1,1
2022,10,42,19,punkuferhr,junetina,1,1
2022,10,42,19,punkuferhr,kamoputovati,2,2
2022,10,42,19,punkuferhr,krumpir,1,1
2022,10,42,19,punkuferhr,meštar,1,1
2022,10,42,19,punkuferhr,obala,1,1
2022,10,42,19,punkuferhr,punkuferhr,11,11
2022,10,42,19,punkuferhr,recept,4,4
2022,10,42,19,punkuferhr,startajhrvatska,1,1
2022,10,42,19,punkuferhr,taramasalata,1,1
2022,10,42,19,punkuferhr,zanimjivosti,1,1
2022,10,42,19,punkuferhr,zanimljivosti,3,3
2022,10,42,19,punkuferhr,škotska,1,1
2022,10,42,19,ravnododna,munlyandthelupercalians,1,1
2022,10,42,19,svijetkulture,animiranifilm,1,0
2022,10,42,19,svijetkulture,besplatno,1,0
2022,10,42,19,svijetkulture,film,1,0
2022,10,42,19,svijetkulture,radionica,1,0
2022,10,42,19,svijetkulture,svijetkulture,1,0
2022,10,42,19,znatko,odgovor,15,0
2022,10,42,19,znatko,pitanje,15,0
2022,10,42,20,LikeZadar,FeelZadar,1,14
2022,10,42,20,LikeZadar,LikeZadar,1,14
2022,10,42,20,NovaRunda,DoziviHmelj,1,14
2022,10,42,20,PopraviTo,FixMyStreet,1,6
