"user_id","user_id_str","followers_count","friends_count","listed_count","favourites_count","statuses_count","total_tweets","covid_tweets","covid_pct","is_covid"
1000126763379326976,"1000126763379326976",223,109,3,97713,2879,154,0,0.0,False
1000464973955559425,"1000464973955559425",10,85,0,2225,526,12,0,0.0,False
1000540062,"1000540062",1058,1779,62,1419,3444,15,0,0.0,False
1001010281609355264,"1001010281609355264",95,843,2,3727,1692,495,2,0.00404040404040404,True
1001091505455550464,"1001091505455550464",227,488,2,36453,442,2,0,0.0,False
1001128759146287104,"1001128759146287104",83,1708,0,31008,10257,448,0,0.0,False
1001189629977128960,"1001189629977128960",2399,2256,5,19695,6951,1521,32,0.0210387902695595,True
1001586673740861440,"1001586673740861440",17,234,0,11994,30,4,0,0.0,False
1001718774,"1001718774",72,123,0,0,243,2,0,0.0,False
1001794740331991046,"1001794740331991046",102,252,1,743,81,3,0,0.0,False
1001942201981644801,"1001942201981644801",779,2123,2,22750,799,68,0,0.0,False
100196523,"100196523",69,122,0,700,81,37,13,0.35135135135135137,True
1002539839756087296,"1002539839756087296",313,162,2,3514,3814,404,3,0.007425742574257425,True
1002706191808651264,"1002706191808651264",1036,493,0,984,1935,38,1,0.02631578947368421,True
1002856701341691904,"1002856701341691904",34,171,0,359,47,1,0,0.0,False
1002991413154533376,"1002991413154533376",346,156,31,30092,22317,8,0,0.0,False
1003333227564716032,"1003333227564716032",8,213,0,237,5,1,0,0.0,False
1003647259597312000,"1003647259597312000",47,78,2,5506,2392,79,5,0.06329113924050633,True
1003835685462257667,"1003835685462257667",59,443,0,3793,42,62,1,0.016129032258064516,True
1004022566,"1004022566",1885,301,14,39,779,72,2,0.027777777777777776,True
1004122796753121280,"1004122796753121280",1564,1325,8,19287,6067,445,12,0.02696629213483146,True
1004147035363270656,"1004147035363270656",397,490,0,3942,947,107,0,0.0,False
1004280913642098688,"1004280913642098688",269,356,0,4554,1003,188,6,0.031914893617021274,True
1004325648419127296,"1004325648419127296",85,426,0,14785,390,12,0,0.0,False
1004533646,"1004533646",229,146,11,0,9939,501,18,0.03592814371257485,True
1004725675,"1004725675",34,21,0,1454,905,46,0,0.0,False
1005163277607948288,"1005163277607948288",25,289,0,3368,81,6,0,0.0,False
