id,total_tweets,covid_tweets,is_covid,covid_pct,covid,non_covid,covid_group
262,18,3.0,True,0.16666666666666666,1,0,rijetko
263,6,1.0,True,0.16666666666666666,1,0,rijetko
264,6,1.0,True,0.16666666666666666,1,0,rijetko
265,12,2.0,True,0.16666666666666666,1,0,rijetko
266,6,1.0,True,0.16666666666666666,1,0,rijetko
267,12,2.0,True,0.16666666666666666,1,0,rijetko
268,6,1.0,True,0.16666666666666666,1,0,rijetko
269,6,1.0,True,0.16666666666666666,1,0,rijetko
270,6,1.0,True,0.16666666666666666,1,0,rijetko
271,6,1.0,True,0.16666666666666666,1,0,rijetko
273,6,1.0,True,0.16666666666666666,1,0,rijetko
274,6,1.0,True,0.16666666666666666,1,0,rijetko
276,12,2.0,True,0.16666666666666666,1,0,rijetko
277,12,2.0,True,0.16666666666666666,1,0,rijetko
278,6,1.0,True,0.16666666666666666,1,0,rijetko
279,6,1.0,True,0.16666666666666666,1,0,rijetko
280,6,1.0,True,0.16666666666666666,1,0,rijetko
281,6,1.0,True,0.16666666666666666,1,0,rijetko
282,6,1.0,True,0.16666666666666666,1,0,rijetko
283,6,1.0,True,0.16666666666666666,1,0,rijetko
284,6,1.0,True,0.16666666666666666,1,0,rijetko
285,24,4.0,True,0.16666666666666666,1,0,rijetko
286,6,1.0,True,0.16666666666666666,1,0,rijetko
287,6,1.0,True,0.16666666666666666,1,0,rijetko
288,1265,210.0,True,0.16600790513833993,1,0,rijetko
289,375,62.0,True,0.16533333333333333,1,0,rijetko
290,121,20.0,True,0.1652892561983471,1,0,rijetko
291,219,36.0,True,0.1643835616438356,1,0,rijetko
292,3200,525.0,True,0.1640625,1,0,rijetko
293,264,43.0,True,0.16287878787878787,1,0,rijetko
294,43,7.0,True,0.16279069767441862,1,0,rijetko
295,37,6.0,True,0.16216216216216214,1,0,rijetko
296,2452,396.0,True,0.16150081566068514,1,0,rijetko
297,281,45.0,True,0.1601423487544484,1,0,rijetko
298,25,4.0,True,0.16,1,0,rijetko
299,25,4.0,True,0.16,1,0,rijetko
300,220,35.0,True,0.1590909090909091,1,0,rijetko
301,19,3.0,True,0.15789473684210525,1,0,rijetko
302,19,3.0,True,0.15789473684210525,1,0,rijetko
303,228,36.0,True,0.15789473684210525,1,0,rijetko
304,19,3.0,True,0.15789473684210525,1,0,rijetko
305,19,3.0,True,0.15789473684210525,1,0,rijetko
306,95,15.0,True,0.15789473684210525,1,0,rijetko
307,330,52.0,True,0.15757575757575756,1,0,rijetko
308,476,75.0,True,0.15756302521008406,1,0,rijetko
309,1665,262.0,True,0.15735735735735734,1,0,rijetko
310,51,8.0,True,0.1568627450980392,1,0,rijetko
311,32,5.0,True,0.15625,1,0,rijetko
312,32,5.0,True,0.15625,1,0,rijetko
313,32,5.0,True,0.15625,1,0,rijetko
314,2444,378.0,True,0.1546644844517185,1,0,rijetko
315,149,23.0,True,0.15436241610738255,1,0,rijetko
316,13,2.0,True,0.15384615384615385,1,0,rijetko
317,26,4.0,True,0.15384615384615385,1,0,rijetko
318,13,2.0,True,0.15384615384615385,1,0,rijetko
319,13,2.0,True,0.15384615384615385,1,0,rijetko
320,65,10.0,True,0.15384615384615385,1,0,rijetko
321,13,2.0,True,0.15384615384615385,1,0,rijetko
323,13,2.0,True,0.15384615384615385,1,0,rijetko
324,13,2.0,True,0.15384615384615385,1,0,rijetko
326,33,5.0,True,0.15151515151515152,1,0,rijetko
327,3073,464.0,True,0.15099251545720793,1,0,rijetko
328,146,22.0,True,0.1506849315068493,1,0,rijetko
329,73,11.0,True,0.1506849315068493,1,0,rijetko
330,166,25.0,True,0.15060240963855426,1,0,rijetko
331,40,6.0,True,0.15,1,0,vrlo_rijetko
332,20,3.0,True,0.15,1,0,vrlo_rijetko
333,140,21.0,True,0.15,1,0,vrlo_rijetko
334,20,3.0,True,0.15,1,0,vrlo_rijetko
335,60,9.0,True,0.15,1,0,vrlo_rijetko
336,101,15.0,True,0.1485148514851485,1,0,vrlo_rijetko
337,27,4.0,True,0.14814814814814814,1,0,vrlo_rijetko
338,365,54.0,True,0.14794520547945206,1,0,vrlo_rijetko
339,299,44.0,True,0.14715719063545152,1,0,vrlo_rijetko
340,503,74.0,True,0.147117296222664,1,0,vrlo_rijetko
342,34,5.0,True,0.14705882352941174,1,0,vrlo_rijetko
343,198,29.0,True,0.14646464646464644,1,0,vrlo_rijetko
344,308,45.0,True,0.1461038961038961,1,0,vrlo_rijetko
345,192,28.0,True,0.14583333333333334,1,0,vrlo_rijetko
346,420,61.0,True,0.14523809523809525,1,0,vrlo_rijetko
347,187,27.0,True,0.1443850267379679,1,0,vrlo_rijetko
348,104,15.0,True,0.14423076923076922,1,0,vrlo_rijetko
349,472,68.0,True,0.1440677966101695,1,0,vrlo_rijetko
350,623,89.0,True,0.14285714285714285,1,0,vrlo_rijetko
351,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
352,35,5.0,True,0.14285714285714285,1,0,vrlo_rijetko
353,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
354,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
355,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
356,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
358,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
360,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
361,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
362,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
363,70,10.0,True,0.14285714285714285,1,0,vrlo_rijetko
364,35,5.0,True,0.14285714285714285,1,0,vrlo_rijetko
365,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
366,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
368,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
369,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
370,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
371,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
372,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
373,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
374,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
377,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
378,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
379,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
380,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
381,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
382,14,2.0,True,0.14285714285714285,1,0,vrlo_rijetko
383,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
384,7,1.0,True,0.14285714285714285,1,0,vrlo_rijetko
385,120,17.0,True,0.14166666666666666,1,0,vrlo_rijetko
386,50,7.0,True,0.14,1,0,vrlo_rijetko
387,179,25.0,True,0.13966480446927373,1,0,vrlo_rijetko
388,224,31.0,True,0.13839285714285715,1,0,vrlo_rijetko
389,29,4.0,True,0.13793103448275862,1,0,vrlo_rijetko
390,109,15.0,True,0.13761467889908258,1,0,vrlo_rijetko
391,22,3.0,True,0.13636363636363635,1,0,vrlo_rijetko
392,22,3.0,True,0.13636363636363635,1,0,vrlo_rijetko
393,44,6.0,True,0.13636363636363635,1,0,vrlo_rijetko
394,44,6.0,True,0.13636363636363635,1,0,vrlo_rijetko
395,22,3.0,True,0.13636363636363635,1,0,vrlo_rijetko
396,22,3.0,True,0.13636363636363635,1,0,vrlo_rijetko
397,213,29.0,True,0.13615023474178406,1,0,vrlo_rijetko
398,272,37.0,True,0.13602941176470587,1,0,vrlo_rijetko
399,59,8.0,True,0.13559322033898305,1,0,vrlo_rijetko
400,200,27.0,True,0.135,1,0,vrlo_rijetko
401,52,7.0,True,0.1346153846153846,1,0,vrlo_rijetko
402,112,15.0,True,0.13392857142857142,1,0,vrlo_rijetko
403,689,92.0,True,0.13352685050798258,1,0,vrlo_rijetko
404,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
405,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
406,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
407,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
408,285,38.0,True,0.13333333333333333,1,0,vrlo_rijetko
409,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
410,15,2.0,True,0.13333333333333333,1,0,vrlo_rijetko
411,68,9.0,True,0.1323529411764706,1,0,vrlo_rijetko
412,273,36.0,True,0.13186813186813187,1,0,vrlo_rijetko
413,220,29.0,True,0.1318181818181818,1,0,vrlo_rijetko
414,38,5.0,True,0.13157894736842105,1,0,vrlo_rijetko
415,176,23.0,True,0.13068181818181818,1,0,vrlo_rijetko
416,576,75.0,True,0.13020833333333334,1,0,vrlo_rijetko
417,54,7.0,True,0.12962962962962962,1,0,vrlo_rijetko
418,31,4.0,True,0.12903225806451613,1,0,vrlo_rijetko
